col1,col2,col3,col4,t,col6,g,col8,col_value
non-markov,N:,3,t:,0.284,g:,0.272,pingjunzhi:,0.01083
non-markov,N:,3,t:,0.284,g:,0.276,pingjunzhi:,0.010663755
non-markov,N:,3,t:,0.284,g:,0.28,pingjunzhi:,0.009569738
non-markov,N:,3,t:,0.284,g:,0.284,pingjunzhi:,0.011414717
non-markov,N:,3,t:,0.284,g:,0.288,pingjunzhi:,0.01187822
non-markov,N:,3,t:,0.284,g:,0.292,pingjunzhi:,0.009697078
non-markov,N:,3,t:,0.284,g:,0.296,pingjunzhi:,0.012641091
non-markov,N:,3,t:,0.284,g:,0.3,pingjunzhi:,0.010268438
non-markov,N:,3,t:,0.284,g:,0.304,pingjunzhi:,0.01218759
non-markov,N:,3,t:,0.284,g:,0.308,pingjunzhi:,0.012837432
non-markov,N:,3,t:,0.284,g:,0.312,pingjunzhi:,0.011049285
non-markov,N:,3,t:,0.284,g:,0.316,pingjunzhi:,0.011317464
non-markov,N:,3,t:,0.284,g:,0.32,pingjunzhi:,0.011305989
non-markov,N:,3,t:,0.284,g:,0.324,pingjunzhi:,0.010147701
non-markov,N:,3,t:,0.284,g:,0.328,pingjunzhi:,0.012241603
non-markov,N:,3,t:,0.284,g:,0.332,pingjunzhi:,0.013757679
non-markov,N:,3,t:,0.284,g:,0.336,pingjunzhi:,0.011343402
non-markov,N:,3,t:,0.284,g:,0.34,pingjunzhi:,0.011909289
non-markov,N:,3,t:,0.284,g:,0.344,pingjunzhi:,0.011465054
non-markov,N:,3,t:,0.284,g:,0.348,pingjunzhi:,0.013710392
non-markov,N:,3,t:,0.284,g:,0.352,pingjunzhi:,0.010788834
non-markov,N:,3,t:,0.284,g:,0.356,pingjunzhi:,0.00943838
non-markov,N:,3,t:,0.284,g:,0.36,pingjunzhi:,0.009143774
non-markov,N:,3,t:,0.284,g:,0.364,pingjunzhi:,0.013315783
non-markov,N:,3,t:,0.284,g:,0.368,pingjunzhi:,0.011222799
non-markov,N:,3,t:,0.284,g:,0.372,pingjunzhi:,0.013041292
non-markov,N:,3,t:,0.284,g:,0.376,pingjunzhi:,0.011674504
non-markov,N:,3,t:,0.284,g:,0.38,pingjunzhi:,0.009637262
non-markov,N:,3,t:,0.284,g:,0.384,pingjunzhi:,0.009233003
non-markov,N:,3,t:,0.284,g:,0.388,pingjunzhi:,0.011927628
non-markov,N:,3,t:,0.284,g:,0.392,pingjunzhi:,0.010412417
non-markov,N:,3,t:,0.284,g:,0.396,pingjunzhi:,0.010366944
non-markov,N:,3,t:,0.284,g:,0.4,pingjunzhi:,0.012081972
non-markov,N:,3,t:,0.288,g:,0,pingjunzhi:,0.01089809
non-markov,N:,3,t:,0.288,g:,0.004,pingjunzhi:,0.009517467
non-markov,N:,3,t:,0.288,g:,0.008,pingjunzhi:,0.009501194
non-markov,N:,3,t:,0.288,g:,0.012,pingjunzhi:,0.009273412
non-markov,N:,3,t:,0.288,g:,0.016,pingjunzhi:,0.010246022
non-markov,N:,3,t:,0.288,g:,0.02,pingjunzhi:,0.011551504
non-markov,N:,3,t:,0.288,g:,0.024,pingjunzhi:,0.009792356
non-markov,N:,3,t:,0.288,g:,0.028,pingjunzhi:,0.010420346
non-markov,N:,3,t:,0.288,g:,0.032,pingjunzhi:,0.009905635
non-markov,N:,3,t:,0.288,g:,0.036,pingjunzhi:,0.008907662
non-markov,N:,3,t:,0.288,g:,0.04,pingjunzhi:,0.009311683
non-markov,N:,3,t:,0.288,g:,0.044,pingjunzhi:,0.009600377
non-markov,N:,3,t:,0.288,g:,0.048,pingjunzhi:,0.008850553
non-markov,N:,3,t:,0.288,g:,0.052,pingjunzhi:,0.00994941
non-markov,N:,3,t:,0.288,g:,0.056,pingjunzhi:,0.009399565
non-markov,N:,3,t:,0.288,g:,0.06,pingjunzhi:,0.009328187
non-markov,N:,3,t:,0.288,g:,0.064,pingjunzhi:,0.010726333
non-markov,N:,3,t:,0.288,g:,0.068,pingjunzhi:,0.008749592
non-markov,N:,3,t:,0.288,g:,0.072,pingjunzhi:,0.01094236
non-markov,N:,3,t:,0.288,g:,0.076,pingjunzhi:,0.009934666
non-markov,N:,3,t:,0.288,g:,0.08,pingjunzhi:,0.010147443
non-markov,N:,3,t:,0.288,g:,0.084,pingjunzhi:,0.011036575
non-markov,N:,3,t:,0.288,g:,0.088,pingjunzhi:,0.010750807
non-markov,N:,3,t:,0.288,g:,0.092,pingjunzhi:,0.010575456
non-markov,N:,3,t:,0.288,g:,0.096,pingjunzhi:,0.011527121
non-markov,N:,3,t:,0.288,g:,0.1,pingjunzhi:,0.010840466
non-markov,N:,3,t:,0.288,g:,0.104,pingjunzhi:,0.007978184
non-markov,N:,3,t:,0.288,g:,0.108,pingjunzhi:,0.010671596
non-markov,N:,3,t:,0.288,g:,0.112,pingjunzhi:,0.010213572
non-markov,N:,3,t:,0.288,g:,0.116,pingjunzhi:,0.009468317
non-markov,N:,3,t:,0.288,g:,0.12,pingjunzhi:,0.011788032
non-markov,N:,3,t:,0.288,g:,0.124,pingjunzhi:,0.00956712
non-markov,N:,3,t:,0.288,g:,0.128,pingjunzhi:,0.01026549
non-markov,N:,3,t:,0.288,g:,0.132,pingjunzhi:,0.011334453
non-markov,N:,3,t:,0.288,g:,0.136,pingjunzhi:,0.010925795
non-markov,N:,3,t:,0.288,g:,0.14,pingjunzhi:,0.009980524
non-markov,N:,3,t:,0.288,g:,0.144,pingjunzhi:,0.010801693
non-markov,N:,3,t:,0.288,g:,0.148,pingjunzhi:,0.01045898
non-markov,N:,3,t:,0.288,g:,0.152,pingjunzhi:,0.009010373
non-markov,N:,3,t:,0.288,g:,0.156,pingjunzhi:,0.010706676
non-markov,N:,3,t:,0.288,g:,0.16,pingjunzhi:,0.009153096
non-markov,N:,3,t:,0.288,g:,0.164,pingjunzhi:,0.008492329
non-markov,N:,3,t:,0.288,g:,0.168,pingjunzhi:,0.009208302
non-markov,N:,3,t:,0.288,g:,0.172,pingjunzhi:,0.012267004
non-markov,N:,3,t:,0.288,g:,0.176,pingjunzhi:,0.009037927
non-markov,N:,3,t:,0.288,g:,0.18,pingjunzhi:,0.009743701
non-markov,N:,3,t:,0.288,g:,0.184,pingjunzhi:,0.011237807
non-markov,N:,3,t:,0.288,g:,0.188,pingjunzhi:,0.010697775
non-markov,N:,3,t:,0.288,g:,0.192,pingjunzhi:,0.00970787
non-markov,N:,3,t:,0.288,g:,0.196,pingjunzhi:,0.009146257
non-markov,N:,3,t:,0.288,g:,0.2,pingjunzhi:,0.007249925
non-markov,N:,3,t:,0.288,g:,0.204,pingjunzhi:,0.010343936
non-markov,N:,3,t:,0.288,g:,0.208,pingjunzhi:,0.010084811
non-markov,N:,3,t:,0.288,g:,0.212,pingjunzhi:,0.01068388
non-markov,N:,3,t:,0.288,g:,0.216,pingjunzhi:,0.009055837
non-markov,N:,3,t:,0.288,g:,0.22,pingjunzhi:,0.009926914
non-markov,N:,3,t:,0.288,g:,0.224,pingjunzhi:,0.0102087
non-markov,N:,3,t:,0.288,g:,0.228,pingjunzhi:,0.009676864
non-markov,N:,3,t:,0.288,g:,0.232,pingjunzhi:,0.010924773
non-markov,N:,3,t:,0.288,g:,0.236,pingjunzhi:,0.008892563
non-markov,N:,3,t:,0.288,g:,0.24,pingjunzhi:,0.00876948
non-markov,N:,3,t:,0.288,g:,0.244,pingjunzhi:,0.01019889
non-markov,N:,3,t:,0.288,g:,0.248,pingjunzhi:,0.011750584
non-markov,N:,3,t:,0.288,g:,0.252,pingjunzhi:,0.01179089
non-markov,N:,3,t:,0.288,g:,0.256,pingjunzhi:,0.010834938
non-markov,N:,3,t:,0.288,g:,0.26,pingjunzhi:,0.010032581
non-markov,N:,3,t:,0.288,g:,0.264,pingjunzhi:,0.011005479
non-markov,N:,3,t:,0.288,g:,0.268,pingjunzhi:,0.010046239
non-markov,N:,3,t:,0.288,g:,0.272,pingjunzhi:,0.011564099
non-markov,N:,3,t:,0.288,g:,0.276,pingjunzhi:,0.010280851
non-markov,N:,3,t:,0.288,g:,0.28,pingjunzhi:,0.011656092
non-markov,N:,3,t:,0.288,g:,0.284,pingjunzhi:,0.011848292
non-markov,N:,3,t:,0.288,g:,0.288,pingjunzhi:,0.009201
non-markov,N:,3,t:,0.288,g:,0.292,pingjunzhi:,0.010051567
non-markov,N:,3,t:,0.288,g:,0.296,pingjunzhi:,0.010566777
non-markov,N:,3,t:,0.288,g:,0.3,pingjunzhi:,0.012625189
non-markov,N:,3,t:,0.288,g:,0.304,pingjunzhi:,0.009966443
non-markov,N:,3,t:,0.288,g:,0.308,pingjunzhi:,0.010601128
non-markov,N:,3,t:,0.288,g:,0.312,pingjunzhi:,0.011303517
non-markov,N:,3,t:,0.288,g:,0.316,pingjunzhi:,0.011903095
non-markov,N:,3,t:,0.288,g:,0.32,pingjunzhi:,0.013560778
non-markov,N:,3,t:,0.288,g:,0.324,pingjunzhi:,0.013555885
non-markov,N:,3,t:,0.288,g:,0.328,pingjunzhi:,0.009763671
non-markov,N:,3,t:,0.288,g:,0.332,pingjunzhi:,0.010901346
non-markov,N:,3,t:,0.288,g:,0.336,pingjunzhi:,0.011280955
non-markov,N:,3,t:,0.288,g:,0.34,pingjunzhi:,0.011731997
non-markov,N:,3,t:,0.288,g:,0.344,pingjunzhi:,0.010393697
non-markov,N:,3,t:,0.288,g:,0.348,pingjunzhi:,0.013380746
non-markov,N:,3,t:,0.288,g:,0.352,pingjunzhi:,0.010389871
non-markov,N:,3,t:,0.288,g:,0.356,pingjunzhi:,0.011820431
non-markov,N:,3,t:,0.288,g:,0.36,pingjunzhi:,0.011373389
non-markov,N:,3,t:,0.288,g:,0.364,pingjunzhi:,0.011691073
non-markov,N:,3,t:,0.288,g:,0.368,pingjunzhi:,0.011482702
non-markov,N:,3,t:,0.288,g:,0.372,pingjunzhi:,0.011346441
non-markov,N:,3,t:,0.288,g:,0.376,pingjunzhi:,0.010557903
non-markov,N:,3,t:,0.288,g:,0.38,pingjunzhi:,0.009614991
non-markov,N:,3,t:,0.288,g:,0.384,pingjunzhi:,0.011905323
non-markov,N:,3,t:,0.288,g:,0.388,pingjunzhi:,0.011279604
non-markov,N:,3,t:,0.288,g:,0.392,pingjunzhi:,0.011832914
non-markov,N:,3,t:,0.288,g:,0.396,pingjunzhi:,0.011290689
non-markov,N:,3,t:,0.288,g:,0.4,pingjunzhi:,0.010412224
non-markov,N:,3,t:,0.292,g:,0,pingjunzhi:,0.010674017
non-markov,N:,3,t:,0.292,g:,0.004,pingjunzhi:,0.009193348
non-markov,N:,3,t:,0.292,g:,0.008,pingjunzhi:,0.010902607
non-markov,N:,3,t:,0.292,g:,0.012,pingjunzhi:,0.007771324
non-markov,N:,3,t:,0.292,g:,0.016,pingjunzhi:,0.009115293
non-markov,N:,3,t:,0.292,g:,0.02,pingjunzhi:,0.009203037
non-markov,N:,3,t:,0.292,g:,0.024,pingjunzhi:,0.008728753
non-markov,N:,3,t:,0.292,g:,0.028,pingjunzhi:,0.009681279
non-markov,N:,3,t:,0.292,g:,0.032,pingjunzhi:,0.008626074
non-markov,N:,3,t:,0.292,g:,0.036,pingjunzhi:,0.009762604
non-markov,N:,3,t:,0.292,g:,0.04,pingjunzhi:,0.009286085
non-markov,N:,3,t:,0.292,g:,0.044,pingjunzhi:,0.010289186
non-markov,N:,3,t:,0.292,g:,0.048,pingjunzhi:,0.009874913
non-markov,N:,3,t:,0.292,g:,0.052,pingjunzhi:,0.010665836
non-markov,N:,3,t:,0.292,g:,0.056,pingjunzhi:,0.012018889
non-markov,N:,3,t:,0.292,g:,0.06,pingjunzhi:,0.010460145
non-markov,N:,3,t:,0.292,g:,0.064,pingjunzhi:,0.010015015
non-markov,N:,3,t:,0.292,g:,0.068,pingjunzhi:,0.011143578
non-markov,N:,3,t:,0.292,g:,0.072,pingjunzhi:,0.008612021
non-markov,N:,3,t:,0.292,g:,0.076,pingjunzhi:,0.009624165
non-markov,N:,3,t:,0.292,g:,0.08,pingjunzhi:,0.010466831
non-markov,N:,3,t:,0.292,g:,0.084,pingjunzhi:,0.009734629
non-markov,N:,3,t:,0.292,g:,0.088,pingjunzhi:,0.010608827
non-markov,N:,3,t:,0.292,g:,0.092,pingjunzhi:,0.011826664
non-markov,N:,3,t:,0.292,g:,0.096,pingjunzhi:,0.009629873
non-markov,N:,3,t:,0.292,g:,0.1,pingjunzhi:,0.011097719
non-markov,N:,3,t:,0.292,g:,0.104,pingjunzhi:,0.010737806
non-markov,N:,3,t:,0.292,g:,0.108,pingjunzhi:,0.009954959
non-markov,N:,3,t:,0.292,g:,0.112,pingjunzhi:,0.00865878
non-markov,N:,3,t:,0.292,g:,0.116,pingjunzhi:,0.009810486
non-markov,N:,3,t:,0.292,g:,0.12,pingjunzhi:,0.010281105
non-markov,N:,3,t:,0.292,g:,0.124,pingjunzhi:,0.008683152
non-markov,N:,3,t:,0.292,g:,0.128,pingjunzhi:,0.009590232
non-markov,N:,3,t:,0.292,g:,0.132,pingjunzhi:,0.012114551
non-markov,N:,3,t:,0.292,g:,0.136,pingjunzhi:,0.011052547
non-markov,N:,3,t:,0.292,g:,0.14,pingjunzhi:,0.010836562
non-markov,N:,3,t:,0.292,g:,0.144,pingjunzhi:,0.011333458
non-markov,N:,3,t:,0.292,g:,0.148,pingjunzhi:,0.01021295
non-markov,N:,3,t:,0.292,g:,0.152,pingjunzhi:,0.012001066
non-markov,N:,3,t:,0.292,g:,0.156,pingjunzhi:,0.010279094
non-markov,N:,3,t:,0.292,g:,0.16,pingjunzhi:,0.012018612
non-markov,N:,3,t:,0.292,g:,0.164,pingjunzhi:,0.011199305
non-markov,N:,3,t:,0.292,g:,0.168,pingjunzhi:,0.009878945
non-markov,N:,3,t:,0.292,g:,0.172,pingjunzhi:,0.010190773
non-markov,N:,3,t:,0.292,g:,0.176,pingjunzhi:,0.008688736
non-markov,N:,3,t:,0.292,g:,0.18,pingjunzhi:,0.010336545
non-markov,N:,3,t:,0.292,g:,0.184,pingjunzhi:,0.008185779
non-markov,N:,3,t:,0.292,g:,0.188,pingjunzhi:,0.010026525
non-markov,N:,3,t:,0.292,g:,0.192,pingjunzhi:,0.010457329
non-markov,N:,3,t:,0.292,g:,0.196,pingjunzhi:,0.010329779
non-markov,N:,3,t:,0.292,g:,0.2,pingjunzhi:,0.009945324
non-markov,N:,3,t:,0.292,g:,0.204,pingjunzhi:,0.011192641
non-markov,N:,3,t:,0.292,g:,0.208,pingjunzhi:,0.010684281
non-markov,N:,3,t:,0.292,g:,0.212,pingjunzhi:,0.010888226
non-markov,N:,3,t:,0.292,g:,0.216,pingjunzhi:,0.011838252
non-markov,N:,3,t:,0.292,g:,0.22,pingjunzhi:,0.010113657
non-markov,N:,3,t:,0.292,g:,0.224,pingjunzhi:,0.010206177
non-markov,N:,3,t:,0.292,g:,0.228,pingjunzhi:,0.009038094
non-markov,N:,3,t:,0.292,g:,0.232,pingjunzhi:,0.009920414
non-markov,N:,3,t:,0.292,g:,0.236,pingjunzhi:,0.009045336
non-markov,N:,3,t:,0.292,g:,0.24,pingjunzhi:,0.010755819
non-markov,N:,3,t:,0.292,g:,0.244,pingjunzhi:,0.010965296
non-markov,N:,3,t:,0.292,g:,0.248,pingjunzhi:,0.009145742
non-markov,N:,3,t:,0.292,g:,0.252,pingjunzhi:,0.01087548
non-markov,N:,3,t:,0.292,g:,0.256,pingjunzhi:,0.010816718
non-markov,N:,3,t:,0.292,g:,0.26,pingjunzhi:,0.00965762
non-markov,N:,3,t:,0.292,g:,0.264,pingjunzhi:,0.012127976
non-markov,N:,3,t:,0.292,g:,0.268,pingjunzhi:,0.013160388
non-markov,N:,3,t:,0.292,g:,0.272,pingjunzhi:,0.011938144
non-markov,N:,3,t:,0.292,g:,0.276,pingjunzhi:,0.011451831
non-markov,N:,3,t:,0.292,g:,0.28,pingjunzhi:,0.009115053
non-markov,N:,3,t:,0.292,g:,0.284,pingjunzhi:,0.011691832
non-markov,N:,3,t:,0.292,g:,0.288,pingjunzhi:,0.009803773
non-markov,N:,3,t:,0.292,g:,0.292,pingjunzhi:,0.012094016
non-markov,N:,3,t:,0.292,g:,0.296,pingjunzhi:,0.01012105
non-markov,N:,3,t:,0.292,g:,0.3,pingjunzhi:,0.010484846
non-markov,N:,3,t:,0.292,g:,0.304,pingjunzhi:,0.011195793
non-markov,N:,3,t:,0.292,g:,0.308,pingjunzhi:,0.01065674
non-markov,N:,3,t:,0.292,g:,0.312,pingjunzhi:,0.010501049
non-markov,N:,3,t:,0.292,g:,0.316,pingjunzhi:,0.011832779
non-markov,N:,3,t:,0.292,g:,0.32,pingjunzhi:,0.011458899
non-markov,N:,3,t:,0.292,g:,0.324,pingjunzhi:,0.013578169
non-markov,N:,3,t:,0.292,g:,0.328,pingjunzhi:,0.010451018
non-markov,N:,3,t:,0.292,g:,0.332,pingjunzhi:,0.011448894
non-markov,N:,3,t:,0.292,g:,0.336,pingjunzhi:,0.010055977
non-markov,N:,3,t:,0.292,g:,0.34,pingjunzhi:,0.012209547
non-markov,N:,3,t:,0.292,g:,0.344,pingjunzhi:,0.010756111
non-markov,N:,3,t:,0.292,g:,0.348,pingjunzhi:,0.010874654
non-markov,N:,3,t:,0.292,g:,0.352,pingjunzhi:,0.011693344
non-markov,N:,3,t:,0.292,g:,0.356,pingjunzhi:,0.012171769
non-markov,N:,3,t:,0.292,g:,0.36,pingjunzhi:,0.008819192
non-markov,N:,3,t:,0.292,g:,0.364,pingjunzhi:,0.010950839
non-markov,N:,3,t:,0.292,g:,0.368,pingjunzhi:,0.011084672
non-markov,N:,3,t:,0.292,g:,0.372,pingjunzhi:,0.01551096
non-markov,N:,3,t:,0.292,g:,0.376,pingjunzhi:,0.013341518
non-markov,N:,3,t:,0.292,g:,0.38,pingjunzhi:,0.010694185
non-markov,N:,3,t:,0.292,g:,0.384,pingjunzhi:,0.014402599
non-markov,N:,3,t:,0.292,g:,0.388,pingjunzhi:,0.011746907
non-markov,N:,3,t:,0.292,g:,0.392,pingjunzhi:,0.011375442
non-markov,N:,3,t:,0.292,g:,0.396,pingjunzhi:,0.00979477
non-markov,N:,3,t:,0.292,g:,0.4,pingjunzhi:,0.013027417
non-markov,N:,3,t:,0.296,g:,0,pingjunzhi:,0.009705779
non-markov,N:,3,t:,0.296,g:,0.004,pingjunzhi:,0.010399029
non-markov,N:,3,t:,0.296,g:,0.008,pingjunzhi:,0.009489415
non-markov,N:,3,t:,0.296,g:,0.012,pingjunzhi:,0.00883193
non-markov,N:,3,t:,0.296,g:,0.016,pingjunzhi:,0.008735227
non-markov,N:,3,t:,0.296,g:,0.02,pingjunzhi:,0.010239754
non-markov,N:,3,t:,0.296,g:,0.024,pingjunzhi:,0.009460275
non-markov,N:,3,t:,0.296,g:,0.028,pingjunzhi:,0.009819679
non-markov,N:,3,t:,0.296,g:,0.032,pingjunzhi:,0.010330217
non-markov,N:,3,t:,0.296,g:,0.036,pingjunzhi:,0.009408141
non-markov,N:,3,t:,0.296,g:,0.04,pingjunzhi:,0.011042033
non-markov,N:,3,t:,0.296,g:,0.044,pingjunzhi:,0.009438561
non-markov,N:,3,t:,0.296,g:,0.048,pingjunzhi:,0.010192047
non-markov,N:,3,t:,0.296,g:,0.052,pingjunzhi:,0.009584278
non-markov,N:,3,t:,0.296,g:,0.056,pingjunzhi:,0.010109924
non-markov,N:,3,t:,0.296,g:,0.06,pingjunzhi:,0.009233377
non-markov,N:,3,t:,0.296,g:,0.064,pingjunzhi:,0.010862976
non-markov,N:,3,t:,0.296,g:,0.068,pingjunzhi:,0.009993658
non-markov,N:,3,t:,0.296,g:,0.072,pingjunzhi:,0.009803942
non-markov,N:,3,t:,0.296,g:,0.076,pingjunzhi:,0.009489667
non-markov,N:,3,t:,0.296,g:,0.08,pingjunzhi:,0.010580727
non-markov,N:,3,t:,0.296,g:,0.084,pingjunzhi:,0.009430717
non-markov,N:,3,t:,0.296,g:,0.088,pingjunzhi:,0.008818651
non-markov,N:,3,t:,0.296,g:,0.092,pingjunzhi:,0.00973204
non-markov,N:,3,t:,0.296,g:,0.096,pingjunzhi:,0.010248596
non-markov,N:,3,t:,0.296,g:,0.1,pingjunzhi:,0.011437806
non-markov,N:,3,t:,0.296,g:,0.104,pingjunzhi:,0.011258707
non-markov,N:,3,t:,0.296,g:,0.108,pingjunzhi:,0.010754422
non-markov,N:,3,t:,0.296,g:,0.112,pingjunzhi:,0.009295363
non-markov,N:,3,t:,0.296,g:,0.116,pingjunzhi:,0.009462733
non-markov,N:,3,t:,0.296,g:,0.12,pingjunzhi:,0.010472786
non-markov,N:,3,t:,0.296,g:,0.124,pingjunzhi:,0.009364351
non-markov,N:,3,t:,0.296,g:,0.128,pingjunzhi:,0.00934861
non-markov,N:,3,t:,0.296,g:,0.132,pingjunzhi:,0.01070501
non-markov,N:,3,t:,0.296,g:,0.136,pingjunzhi:,0.010914212
non-markov,N:,3,t:,0.296,g:,0.14,pingjunzhi:,0.011102559
non-markov,N:,3,t:,0.296,g:,0.144,pingjunzhi:,0.01026242
non-markov,N:,3,t:,0.296,g:,0.148,pingjunzhi:,0.011484989
non-markov,N:,3,t:,0.296,g:,0.152,pingjunzhi:,0.009927845
non-markov,N:,3,t:,0.296,g:,0.156,pingjunzhi:,0.01026418
non-markov,N:,3,t:,0.296,g:,0.16,pingjunzhi:,0.010418425
non-markov,N:,3,t:,0.296,g:,0.164,pingjunzhi:,0.011024487
non-markov,N:,3,t:,0.296,g:,0.168,pingjunzhi:,0.010550763
non-markov,N:,3,t:,0.296,g:,0.172,pingjunzhi:,0.011611821
non-markov,N:,3,t:,0.296,g:,0.176,pingjunzhi:,0.011050134
non-markov,N:,3,t:,0.296,g:,0.18,pingjunzhi:,0.009871603
non-markov,N:,3,t:,0.296,g:,0.184,pingjunzhi:,0.010694292
non-markov,N:,3,t:,0.296,g:,0.188,pingjunzhi:,0.013610465
non-markov,N:,3,t:,0.296,g:,0.192,pingjunzhi:,0.009852489
non-markov,N:,3,t:,0.296,g:,0.196,pingjunzhi:,0.011069195
non-markov,N:,3,t:,0.296,g:,0.2,pingjunzhi:,0.009616722
non-markov,N:,3,t:,0.296,g:,0.204,pingjunzhi:,0.010462596
non-markov,N:,3,t:,0.296,g:,0.208,pingjunzhi:,0.009947723
non-markov,N:,3,t:,0.296,g:,0.212,pingjunzhi:,0.010395849
non-markov,N:,3,t:,0.296,g:,0.216,pingjunzhi:,0.010531703
non-markov,N:,3,t:,0.296,g:,0.22,pingjunzhi:,0.012478892
non-markov,N:,3,t:,0.296,g:,0.224,pingjunzhi:,0.009664645
non-markov,N:,3,t:,0.296,g:,0.228,pingjunzhi:,0.011050381
non-markov,N:,3,t:,0.296,g:,0.232,pingjunzhi:,0.010604781
non-markov,N:,3,t:,0.296,g:,0.236,pingjunzhi:,0.010635779
non-markov,N:,3,t:,0.296,g:,0.24,pingjunzhi:,0.010535949
non-markov,N:,3,t:,0.296,g:,0.244,pingjunzhi:,0.011154506
non-markov,N:,3,t:,0.296,g:,0.248,pingjunzhi:,0.010732811
non-markov,N:,3,t:,0.296,g:,0.252,pingjunzhi:,0.009721308
non-markov,N:,3,t:,0.296,g:,0.256,pingjunzhi:,0.010199415
non-markov,N:,3,t:,0.296,g:,0.26,pingjunzhi:,0.011601991
non-markov,N:,3,t:,0.296,g:,0.264,pingjunzhi:,0.011635396
non-markov,N:,3,t:,0.296,g:,0.268,pingjunzhi:,0.010257981
non-markov,N:,3,t:,0.296,g:,0.272,pingjunzhi:,0.01161366
non-markov,N:,3,t:,0.296,g:,0.276,pingjunzhi:,0.01000812
non-markov,N:,3,t:,0.296,g:,0.28,pingjunzhi:,0.01101349
non-markov,N:,3,t:,0.296,g:,0.284,pingjunzhi:,0.011331291
non-markov,N:,3,t:,0.296,g:,0.288,pingjunzhi:,0.010729992
non-markov,N:,3,t:,0.296,g:,0.292,pingjunzhi:,0.01203158
non-markov,N:,3,t:,0.296,g:,0.296,pingjunzhi:,0.010871385
non-markov,N:,3,t:,0.296,g:,0.3,pingjunzhi:,0.010803023
non-markov,N:,3,t:,0.296,g:,0.304,pingjunzhi:,0.009504832
non-markov,N:,3,t:,0.296,g:,0.308,pingjunzhi:,0.01010674
non-markov,N:,3,t:,0.296,g:,0.312,pingjunzhi:,0.011394587
non-markov,N:,3,t:,0.296,g:,0.316,pingjunzhi:,0.011321665
non-markov,N:,3,t:,0.296,g:,0.32,pingjunzhi:,0.009843493
non-markov,N:,3,t:,0.296,g:,0.324,pingjunzhi:,0.009705559
non-markov,N:,3,t:,0.296,g:,0.328,pingjunzhi:,0.011112618
non-markov,N:,3,t:,0.296,g:,0.332,pingjunzhi:,0.011160121
non-markov,N:,3,t:,0.296,g:,0.336,pingjunzhi:,0.011412118
non-markov,N:,3,t:,0.296,g:,0.34,pingjunzhi:,0.010210074
non-markov,N:,3,t:,0.296,g:,0.344,pingjunzhi:,0.010353586
non-markov,N:,3,t:,0.296,g:,0.348,pingjunzhi:,0.009633904
non-markov,N:,3,t:,0.296,g:,0.352,pingjunzhi:,0.010859949
non-markov,N:,3,t:,0.296,g:,0.356,pingjunzhi:,0.013904087
non-markov,N:,3,t:,0.296,g:,0.36,pingjunzhi:,0.013065228
non-markov,N:,3,t:,0.296,g:,0.364,pingjunzhi:,0.012098696
non-markov,N:,3,t:,0.296,g:,0.368,pingjunzhi:,0.011331609
non-markov,N:,3,t:,0.296,g:,0.372,pingjunzhi:,0.012389758
non-markov,N:,3,t:,0.296,g:,0.376,pingjunzhi:,0.012723489
non-markov,N:,3,t:,0.296,g:,0.38,pingjunzhi:,0.013169632
non-markov,N:,3,t:,0.296,g:,0.384,pingjunzhi:,0.012610371
non-markov,N:,3,t:,0.296,g:,0.388,pingjunzhi:,0.009760291
non-markov,N:,3,t:,0.296,g:,0.392,pingjunzhi:,0.010541005
non-markov,N:,3,t:,0.296,g:,0.396,pingjunzhi:,0.009884202
non-markov,N:,3,t:,0.296,g:,0.4,pingjunzhi:,0.010835876
non-markov,N:,3,t:,0.3,g:,0,pingjunzhi:,0.00961228
non-markov,N:,3,t:,0.3,g:,0.004,pingjunzhi:,0.007924449
non-markov,N:,3,t:,0.3,g:,0.008,pingjunzhi:,0.009528253
non-markov,N:,3,t:,0.3,g:,0.012,pingjunzhi:,0.01115964
non-markov,N:,3,t:,0.3,g:,0.016,pingjunzhi:,0.010396199
non-markov,N:,3,t:,0.3,g:,0.02,pingjunzhi:,0.009596024
non-markov,N:,3,t:,0.3,g:,0.024,pingjunzhi:,0.010111372
non-markov,N:,3,t:,0.3,g:,0.028,pingjunzhi:,0.010531373
non-markov,N:,3,t:,0.3,g:,0.032,pingjunzhi:,0.010024276
non-markov,N:,3,t:,0.3,g:,0.036,pingjunzhi:,0.01117015
non-markov,N:,3,t:,0.3,g:,0.04,pingjunzhi:,0.010251199
non-markov,N:,3,t:,0.3,g:,0.044,pingjunzhi:,0.009489745
non-markov,N:,3,t:,0.3,g:,0.048,pingjunzhi:,0.011434124
non-markov,N:,3,t:,0.3,g:,0.052,pingjunzhi:,0.011253787
non-markov,N:,3,t:,0.3,g:,0.056,pingjunzhi:,0.010610278
non-markov,N:,3,t:,0.3,g:,0.06,pingjunzhi:,0.011679294
non-markov,N:,3,t:,0.3,g:,0.064,pingjunzhi:,0.011415542
non-markov,N:,3,t:,0.3,g:,0.068,pingjunzhi:,0.009615302
non-markov,N:,3,t:,0.3,g:,0.072,pingjunzhi:,0.009711243
non-markov,N:,3,t:,0.3,g:,0.076,pingjunzhi:,0.010420447
non-markov,N:,3,t:,0.3,g:,0.08,pingjunzhi:,0.010828128
non-markov,N:,3,t:,0.3,g:,0.084,pingjunzhi:,0.010252697
